source,shared_from,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,url
Cộng Đồng Battlegrounds Việt Nam,,2019-07-29 10:00:01,Người yêu hòa bình :)) #Bu,"1,3K",726,549,2,8,53,1,180 bình luậ,2400433390194229,/story.php?story_fbid=2400433390194229&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-28 19:00:00,Không bao giờ sống quá 3p 😭 #Bu,"1,7K","1,2K",368,7,2,117,,236 bình luậ,2399971896907045,/story.php?story_fbid=2399971896907045&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-28 18:30:00,Rồi chơi như này ai chơi lại :),"1,6K","1,1K",308,19,124,39,1,355 bình luậ,2399505396953695,/story.php?story_fbid=2399505396953695&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,Mèo Sao Hỏa",Mèo Sao Hỏa,2019-07-28 15:03:08,cleo lại lên vàng 1 thui huhu From Sao Hỏa ♥ #boxstudio #facebookgaming #meosaohoa,77,70,6,1,,,,5 bình luậ,2400272943543607,/story.php?story_fbid=2400272943543607&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-28 18:00:00,Chứ còn sao nữa :)) #Bu,"5,9K","4,6K","1,1K",36,36,166,2,1.273 bình luậ,2399971050240463,/story.php?story_fbid=2399971050240463&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-28 17:00:00,Logic ngộ ghê 😩 #Bu,"2,5K","1,6K",680,6,3,148,,311 bình luậ,2399970143573887,/story.php?story_fbid=2399970143573887&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-28 16:00:00,Nể lắm luôn á :)) #Bu,"4,6K",3K,"1,4K",14,8,81,1,780 bình luậ,2399969570240611,/story.php?story_fbid=2399969570240611&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,Box Girl",Box Girl,2019-07-28 15:34:07,Tâm sự chuyện thầm kín nè <3 Fb: https://www.facebook.com/trangnhung.tran.9678Chúc mn buổi chiều vui vẻ nè <3 cmt nói chuyện tâm sự chém gió nàooooo Fb tui : https://www.facebook.com/trangnhung.tran.9678,50,45,2,3,,,,3 bình luậ,2400189036885331,/story.php?story_fbid=2400189036885331&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-28 14:00:00,Why??? #Bu,"2,8K","1,9K",805,4,5,97,,236 bình luậ,2399968346907400,/story.php?story_fbid=2399968346907400&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,Box Girl",Box Girl,2019-07-28 13:00:41,Tâm sự chuyện thầm kín nè ^^ FB:https://www.facebook.com/trang.pham.124.Tâm sự hông mấy caajuuuuu <3 Share nhìu giúp mình add FB nè : https://www.facebook.com/trang.pham.124.,31,30,1,,,,,1 bình luậ,2400129150224653,/story.php?story_fbid=2400129150224653&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-28 13:00:00,Kéo chụy hộ :3 #Bu,"1,5K",996,461,6,3,70,,168 bình luậ,2399966740240894,/story.php?story_fbid=2399966740240894&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-28 12:30:00,Cíu,840,439,321,1,5,74,,244 bình luậ,2399501166954118,/story.php?story_fbid=2399501166954118&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,Đâu Phải PUBG",Đâu Phải PUBG,2019-07-27 09:20:00,😂😂Gọi nó vào đây cho nó biết nhé ae =)) #CK,200,108,87,,,5,,43 bình luậ,2400085886895646,/story.php?story_fbid=2400085886895646&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-28 11:00:01,Cản trở con đường leo rank quá #Bu,"1,1K",751,277,4,3,140,3,187 bình luậ,2399965780240990,/story.php?story_fbid=2399965780240990&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,Box Girl",Box Girl,2019-07-28 10:01:43,Tâm sự chuyện thầm kín nè ae ^^ FB: https://www.facebook.com/trang.pham.124Hi~~Hôm nay AE vô chém gió nhiệt tình với tui nha!!!! ADD FB mình nhé : https://www.facebook.com/trang.pham.124,36,33,3,,,,,Bình luậ,2400041636900071,/story.php?story_fbid=2400041636900071&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-28 10:00:01,Toàn bot :v #Bu,"1,3K",909,437,6,1,27,1,132 bình luậ,2399965070241061,/story.php?story_fbid=2399965070241061&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-27 20:00:01,START GAME!!! #Bu,"3,9K","3,3K",547,35,7,15,,2.457 bình luậ,2399491366955098,/story.php?story_fbid=2399491366955098&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-27 19:00:01,Âm vô cực nên quay mãi không ra  #Bu,"1,3K",893,340,5,4,64,2,201 bình luậ,2399490890288479,/story.php?story_fbid=2399490890288479&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,BOX Zico",BOX Zico,2019-07-27 18:05:19,Top 1 PUBG mobie try hard có gì khóHello mọi ngườiiiii! Thứ 7 ở nhà làm gì? Ở nhà xem stream chứ làm gì nữa? Đừng quên like và follow page của mình nhé mọi người ❤ #boxstudio #boxzico #gyroscope,93,84,4,4,,1,,10 bình luậ,2399553490282219,/story.php?story_fbid=2399553490282219&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,Box Girl",Box Girl,2019-07-27 18:15:42,Tâm sự và chơi mini game nhận quà cùng bạn ấy nào ae ^^ FB: https://www.facebook.com/profile.php?id=100008091930956Vào chơi game nhận quà cùng tui đi anh em ơiiiiii 🎁🎁 Cmt ảnh đầu tiên tui addfriend nha:https://www.facebook.com/profile.php?id=100008091930956,38,32,3,2,,1,,3 bình luậ,2399544553616446,/story.php?story_fbid=2399544553616446&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,Bà Tám Showbiz",Bà Tám Showbiz,2019-07-27 17:43:55,ChiPu tại sự kiện PUBG Mobile GLOBAL FINALS in Berlin nè 🥳Một số hình ảnh mới nhất của Chipu tại  sự kiện PUBG Mobile GLOBAL FINALS in Berlin   #ChiPu #PUGB #BaTamShowBiz,961,773,90,78,17,2,1,80 bình luậ,2399536290283939,/story.php?story_fbid=2399536290283939&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-27 18:00:00,Toàn tay to cả đấy :3 #Bu,"1,4K",1K,409,16,7,10,1,266 bình luậ,2399488980288670,/story.php?story_fbid=2399488980288670&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-27 17:30:00,Đó là một câu chuyện buồn #boxstudio,612,310,246,,2,54,,109 bình luậ,2399497320287836,/story.php?story_fbid=2399497320287836&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-27 17:00:00,Cảm giác lúc ấy sẽ ra sao... #Bu,"1,3K",893,335,7,4,143,1,257 bình luậ,2398952087009026,/story.php?story_fbid=2398952087009026&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-27 16:00:00,Redzone 😞 #Bu,"5,5K","4,5K",816,11,8,152,3,2.242 bình luậ,2398951590342409,/story.php?story_fbid=2398951590342409&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-27 14:00:00,My team :v #Bu,2K,"1,2K",793,10,4,69,,224 bình luậ,2398950483675853,/story.php?story_fbid=2398950483675853&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-27 14:00:00,Ping có 9 trăm mấy thôi làm gì căng #Punch,2K,934,997,6,4,153,2,222 bình luậ,2399413793629522,/story.php?story_fbid=2399413793629522&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,Box Girl",Box Girl,2019-07-27 13:11:41,Mọi người vào tâm sự chuyện thầm kín với bạn ấy nha <3 https://www.facebook.com/profile.php?id=100008091930956Mọi người vào nhận quà cùng Mei nào ❤️❤️❤️❤️ Nhớ like và share cho bé nha https://www.facebook.com/profile.php?id=100008091930956,32,31,,1,,,,2 bình luậ,2399399323630969,/story.php?story_fbid=2399399323630969&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-27 13:00:00,Sad  #Bu,"1,2K",832,329,4,3,111,1,196 bình luậ,2398949157009319,/story.php?story_fbid=2398949157009319&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,Đâu Phải PUBG",Đâu Phải PUBG,2019-07-26 09:16:48,Gáy to lắm người anh emQuẩy sớm ăn gì =)) #CK,346,146,177,,1,21,1,69 bình luậ,2399378166966418,/story.php?story_fbid=2399378166966418&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-27 11:00:00,Choáng time  #Bu,1K,719,293,4,2,34,,156 bình luậ,2398948557009379,/story.php?story_fbid=2398948557009379&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,Box Girl",Box Girl,2019-07-27 10:06:30,Tâm sự với gái xinh nè ae ^^ FB: https://www.facebook.com/trangnhung.tran.9678Chương trình bữa trưa vui vẻ nè =))  Add tui ở link dướii : https://www.facebook.com/trangnhung.tran.9678,83,71,9,3,,,,6 bình luậ,2399321563638745,/story.php?story_fbid=2399321563638745&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-27 10:00:01,Âm vô cực :v #Bu,"1,3K",888,392,8,6,39,,327 bình luậ,2398948087009426,/story.php?story_fbid=2398948087009426&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,Đâu Phải PUBG",Đâu Phải PUBG,2019-07-26 09:17:11,Lập team nào 😙=)) lập team nghịch đi ae êiiii #CK,301,130,161,5,1,4,,63 bình luậ,2398947110342857,/story.php?story_fbid=2398947110342857&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,Box Girl",Box Girl,2019-07-26 19:42:14,"Tâm sự chuyện thầm kín nè <3 https://www.facebook.com/TrangladyhihiHello các tình yêu, ai nhớ tui kooo https://www.facebook.com/Trangladyhihi",67,53,11,1,2,,,3 bình luậ,2398899967014238,/story.php?story_fbid=2398899967014238&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-26 19:44:51,Nghĩ thấy chán 😞 #Bu,"3,1K",2K,799,10,7,309,1,475 bình luậ,2398896373681264,/story.php?story_fbid=2398896373681264&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-26 19:00:01,Không biết bắn PUBG Mobile nổi không? 😔 #Bu,"1,1K",687,447,3,5,53,,173 bình luậ,2398346560402912,/story.php?story_fbid=2398346560402912&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,BOX Zico",BOX Zico,2019-07-26 18:01:43,Top 1 PUBG Mobie try hard có gì khó anh em nhỉNếu như làm tốt hơn thì bây giờ đang ở bên Đức bắn chung kết PMCO rồi =)) cùng cổ vũ người bạn Thái Lan nào ae ơiii Đừng quên like và follow page của mình nhé mọi người ❤ #boxstudio #boxzico #gyroscope,69,59,9,1,,,,2 bình luậ,2398846573686244,/story.php?story_fbid=2398846573686244&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,Box Girl",Box Girl,2019-07-26 17:59:38,Ae vào tâm sự chuyện thầm kín với bạn ý nào ^^ FB:https://www.facebook.com/profile.php?id=100008091930956Mọi người vào chém gió với Mei nha <3 Ađd fb mình nha https://www.facebook.com/profile.php?id=100008091930956,42,37,3,,2,,,4 bình luậ,2398838187020416,/story.php?story_fbid=2398838187020416&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-26 18:00:00,M416 and Kar98 #Bu,"3,3K","2,9K",403,63,4,7,,2.089 bình luậ,2398345637069671,/story.php?story_fbid=2398345637069671&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,Mèo Sao Hỏa",Mèo Sao Hỏa,2019-07-26 15:11:19,Cùng Mèo Sao Hỏa trải nghiệm gunny huyền thoại <3công khai gấu ngành  #boxstudio #facebookgaming #meosaohoa,71,64,1,6,,,,3 bình luậ,2398823053688596,/story.php?story_fbid=2398823053688596&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-26 17:00:01,Trong team ai cũng có một thằng bạn như này :v #Bu,"1,3K",889,464,5,1,30,,193 bình luậ,2398344930403075,/story.php?story_fbid=2398344930403075&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-26 16:00:00,Tủi lắm #Bu,"1,2K",769,321,4,6,143,,204 bình luậ,2398343843736517,/story.php?story_fbid=2398343843736517&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,Box Girl",Box Girl,2019-07-26 15:33:58,Mọi người vào tâm sự với bạn ấy nha <3 Fb: https://www.facebook.com/trangnhung.tran.9678Vào nói chuyện với tui đi được hong =))  Fb : https://www.facebook.com/trangnhung.tran.9678,92,79,9,3,,1,,6 bình luậ,2398768283694073,/story.php?story_fbid=2398768283694073&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,BLV Linh San",BLV Linh San,2019-07-26 14:20:31,Bình luận trực tiếp giải LCK. với BLV nữ Linh SanAnh em đâu rùi nhỉ?,54,50,2,2,,,,2 bình luậ,2398753860362182,/story.php?story_fbid=2398753860362182&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-26 14:00:01,Thôi dẹp :v #Bu,"1,3K",785,476,6,1,90,1,218 bình luậ,2398343313736570,/story.php?story_fbid=2398343313736570&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-26 13:00:00,Do máy lag chứ không phải do tao gà :3 #Bu,"4,4K","3,1K","1,1K",27,13,126,,383 bình luậ,2398342600403308,/story.php?story_fbid=2398342600403308&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-26 11:00:00,Sad ghê,"2,2K","1,6K",411,6,7,238,1,356 bình luậ,2398341907070044,/story.php?story_fbid=2398341907070044&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-26 10:00:01,Ước gì cũng được một chị gái tay to đòi kéo #Bu,"7,7K","5,3K","2,1K",89,12,83,3,1.038 bình luậ,2398340887070146,/story.php?story_fbid=2398340887070146&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-25 20:00:01,Tự nhột :3 #Bu,8K,"5,1K","2,5K",25,7,337,,1.264 bình luậ,2397554187148816,/story.php?story_fbid=2397554187148816&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,Thùy Dung",Thùy Dung,2019-07-25 19:28:13,Cùng Dung tỷ trải nghiệm Hotel Hidenaway nhé a emCùng Thùy Dung tỷ tỷ trải nghiệm game trực tuyến Hotel hidenaway nào mọi người ơi :xXx  Các bạn có thể tạo hình và tùy chỉnh nhân vật của mình theo phong cách thời trang Habbo và giao tiếp với nhau thông qua các đoạn chat và cử chỉ hành động trong thế giới khách sạn ảo diệu này nhé! Còn chần chừ gì nữa nào các bạn :X ID của Dung nè: ThuyDungReal #32799 Tải game ở đây nha nhé các bạn: https://go.onelink.me/Mooc/eb242eff #HotelHideaway #MMO #Socialgame #Freetoplay #VirtualWorld #Simulato,60,47,11,2,,,,6 bình luậ,2398193727084862,/story.php?story_fbid=2398193727084862&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-25 19:00:01,Bám đít :)) #Bu,"1,3K",835,521,6,,35,,189 bình luậ,2397553667148868,/story.php?story_fbid=2397553667148868&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,Đâu Phải PUBG",Đâu Phải PUBG,2019-07-25 10:15:19,căng thẳng ghê =))Ai đã từng có trận chiến *căng thẳng* thế này =)) #CK,785,334,439,,2,10,,97 bình luậ,2398157477088487,/story.php?story_fbid=2398157477088487&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,BLV Linh San",BLV Linh San,2019-07-25 16:25:09,Đón xem LPL cùng BLV Linh San kèo SKT vs GGTầm này liêm sỉ gì nữa mà không đánh rank các bạn,80,68,10,1,,1,,3 bình luậ,2398146347089600,/story.php?story_fbid=2398146347089600&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-25 18:00:01,Phải vậy không? #Bu,"4,3K","3,1K",955,30,8,247,7,1.020 bình luậ,2397553057148929,/story.php?story_fbid=2397553057148929&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-25 17:18:11,Hôm nay chơi mobile để giới thiệu với mọi người Chiếc điện thoại Samsung Galaxy A80 này Đây là cách Box Gaming team tập luyện chiến thuật với Galaxy A80 hàng ngày FB cá nhân: Tuan Nguyen Group: Nhà Của Tún Insta: tuankonnn Youtube: Tuấn Kon #BoxStudio #samsunggalaxyA80,703,503,70,127,2,1,,651 bình luậ,362523294646511,/story.php?story_fbid=362523294646511&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-25 17:00:00,Bắn gà cũng là cái tội sao? 🥺 #Bu,"1,3K",877,344,9,,122,1,260 bình luậ,2397552573815644,/story.php?story_fbid=2397552573815644&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-25 16:39:13,Học hỏi không bao giờ là thừa 👌👌 xem để lấy động lực...chạy bo tiếp nào anh em 🤣🤣 http://yt3.piee.pw/KQFMG,61,52,8,,,1,,10 bình luậ,2398092733761628,/story.php?story_fbid=2398092733761628&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-25 16:30:00,Chết cũng là một nghệ thuật #Punch,630,240,371,1,2,16,,114 bình luậ,2398021250435443,/story.php?story_fbid=2398021250435443&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-25 16:00:00,Ba mẹ hiểu chưa ạ? 😔 #Bu,"1,1K",680,371,6,5,61,,162 bình luậ,2397552143815687,/story.php?story_fbid=2397552143815687&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-25 14:00:00,Chạy là thượng sách :)) #Bu,"1,3K",830,435,8,,35,,190 bình luậ,2397551123815789,/story.php?story_fbid=2397551123815789&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-25 13:00:01,Ngon chửi tiếp đi  #Bu,"2,9K","1,8K",1K,14,1,29,1,401 bình luậ,2397550567149178,/story.php?story_fbid=2397550567149178&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-25 11:00:00,Nhân phẩm cao là đủ :3 #Bu,"1,6K","1,1K",425,9,2,90,2,245 bình luậ,2397544323816469,/story.php?story_fbid=2397544323816469&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-25 10:00:01,Ngộ ghê :v #Bu,"5,2K","3,7K","1,2K",19,15,124,2,1.318 bình luậ,2397543767149858,/story.php?story_fbid=2397543767149858&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,Đâu Phải PUBG",Đâu Phải PUBG,2019-07-24 09:13:32,Đã có ai từng như thế vì bạn chưa?Người ta nói ngày lòng buồn nhất là ngày trời đổ cơn mưa... #CK,385,265,73,7,,40,,91 bình luậ,2397566137147621,/story.php?story_fbid=2397566137147621&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-24 20:20:09,"20 việc phải làm khi tìm được người yêu qua game1. Đặt tên game đôi 2. Tay trong tay cùng nhau loot đồ 3. Mặc đồ đôi trong game 4. Cùng nhau clear Bootcamp 5. Cùng nhau cày rank 6. Đèo nhau chạy bo trên tất cả các phương tiện 7. Cùng ngắm mùa thu lá vàng rơi ở khu Zharki 8. Cùng ngắm pháo sáng từ Flare gun 9. Cùng nhau loot thính 10. Cùng chụp những bức ảnh trong game 11. Cả tối không ngủ on mic chạy bo 12. Cùng nhau ngồi camp địch 13. Cùng nhau đến nhà thờ ở Pochinki 14. Cùng nhau chơi map hoàng hôn và ngày/đêm 15. Cùng chọi tuyết ở map Vikendi 16. Tặng quà game cho nhau 17. Cùng ngắm trời đêm ở map Vikendi 18. Cùng đi săn địch 19. Cùng hát cho nhau nghe 20. Cuối cùng là cùng nhau bước ra ngoài đời thực, cùng gặp mặt, cùng hẹn hò, cùng về chung một nhà, cùng xây dựng hạnh phúc.","9,6K","6,6K",2K,252,52,574,16,2.256 bình luậ,2397503410487227,/story.php?story_fbid=2397503410487227&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-24 19:00:00,Đúng vậy :3 #Bu,"1,7K","1,1K",456,15,18,49,,334 bình luậ,2396843213886580,/story.php?story_fbid=2396843213886580&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,BOX Zico",BOX Zico,2019-07-24 18:05:20,Top 1 PUBG Mobie VN try hard có gì khóĐến hẹn lại lên anh em ơiiiii!!! Anh em đã ăn cơm chưa? Ăn rồi thì xem livestream thôi <3 Đừng quên like và follow page của mình nhé mọi người ❤ #boxstudio #boxzico #gyroscope,94,80,9,4,,1,,8 bình luậ,2397447620492806,/story.php?story_fbid=2397447620492806&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,BLV Linh San",BLV Linh San,2019-07-24 16:12:41,"Bình Luận Tiếng Việt LPL: LNG vs TES, Hôm nay Sofm ra quân chính thức nhé.  BLV nữ Linh SanHôm nay lại vào chơi game với mình các bạn nhé",62,54,6,,,2,,4 bình luậ,2397439003827001,/story.php?story_fbid=2397439003827001&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-24 18:00:01,Hợp lý  #Bu,"6,2K","3,8K",2K,11,8,340,1,747 bình luậ,2396842197220015,/story.php?story_fbid=2396842197220015&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,Đâu Phải PUBG",Đâu Phải PUBG,2019-07-24 09:11:12,Khá ngầuNó lại bất ngờ vl =)) #CK,339,166,152,3,3,14,1,54 bình luậ,2397406663830235,/story.php?story_fbid=2397406663830235&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-24 17:00:00,Chân lý  #Bu,"1,3K",985,291,31,4,4,,218 bình luậ,2396841180553450,/story.php?story_fbid=2396841180553450&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,Box Girl",Box Girl,2019-07-24 15:42:47,Em gái tôi onl rồi anh em ơiAluuu lại là tui đâyyy=)) hôm nay nói chuyện gì nàooo https://www.facebook.com/trangnhung.tran.9678  fb ở đây nhaa,121,96,21,1,1,2,,5 bình luậ,2397377970499771,/story.php?story_fbid=2397377970499771&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-24 16:00:00,Ôi tâm hồn ngây thơ trong sáng hồn nhiên vô tư của con #Bu,"1,3K",905,368,3,4,85,2,213 bình luậ,2396839717220263,/story.php?story_fbid=2396839717220263&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-24 14:00:01,Không nhường cho thì dỗi #Bu,2K,"1,2K",681,3,2,107,,262 bình luậ,2396838050553763,/story.php?story_fbid=2396838050553763&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-24 14:00:00,Rồi tính bắn nhau sao #Punch,"4,4K","2,1K","2,2K",61,18,15,1,557 bình luậ,2397256557178579,/story.php?story_fbid=2397256557178579&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-24 13:00:00,Ăn ở chăng? #Bu,"1,7K","1,1K",414,8,2,149,2,222 bình luậ,2396834560554112,/story.php?story_fbid=2396834560554112&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-24 12:00:00,Bố em hút rất nhiều thuốc =))) #Punch by DuckBatman,5K,"2,5K","2,1K",20,30,253,,311 bình luậ,2397248350512733,/story.php?story_fbid=2397248350512733&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-24 11:00:01,Nhìn có vẻ chắc chắn và an toàn đấy :v #Bu,"1,3K",824,458,4,5,95,3,179 bình luậ,2396830920554476,/story.php?story_fbid=2396830920554476&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-24 10:00:00,Game là dễ  #Bu,"1,8K","1,1K",671,4,2,37,,311 bình luậ,2396830133887888,/story.php?story_fbid=2396830133887888&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-24 09:07:07,Setting của mấy đứa đang falling in love :)) #Bu,"2,4K","1,3K",931,15,7,119,1,355 bình luậ,2397182387185996,/story.php?story_fbid=2397182387185996&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-23 20:57:58,So sad,1K,666,217,4,5,108,1,193 bình luậ,2396825017221733,/story.php?story_fbid=2396825017221733&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,Hảo Thỏ",Hảo Thỏ,2019-07-23 20:02:55,Cùng hảo thỏ trải nghiệm game mới nha anh emTHỬ SỨC GAME MỚI CÙNG THỎ KHÔNG CÁC BÉ ƠI <3 LINK tải tại đây nhaaa : http://vl2bisu.com/?fbclid=IwAR0Ny7o8l47jL1STWnr6HYI9A4x0UqJVFH_hkr9fIRXCbKvfqpZA5p51B2o,76,70,6,,,,,6 bình luậ,2396819680555600,/story.php?story_fbid=2396819680555600&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-23 20:00:00,Tụi nó quên luôn tên thật rồi  #Bu,"1,6K","1,1K",457,6,4,60,,304 bình luậ,2396057010631867,/story.php?story_fbid=2396057010631867&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,Box Girl",Box Girl,2019-07-23 19:42:12,"Tâm sự mỏng hát hò cùng Trang đáng yêu nhé anh emhello mng lại là admin Trang đáng iu đâyyy, mng kết bạn với tui nha  https://www.facebook.com/Trangladyhihi",77,66,7,2,,2,,9 bình luậ,2396784680559100,/story.php?story_fbid=2396784680559100&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,BLV Linh San",BLV Linh San,2019-07-23 16:31:20,Vừa xem giả vừa ngắm BLV nữ siêu xinh này anh emAnh đang ở đâu đấy anh?,45,40,3,1,,1,,1 bình luậ,2396784040559164,/story.php?story_fbid=2396784040559164&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-23 19:30:00,Đỡ thế nào đây,557,325,222,2,1,7,,102 bình luậ,2396606103910291,/story.php?story_fbid=2396606103910291&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,BOX Zico",BOX Zico,2019-07-23 18:02:07,Top 1 PUBG Mobie try hard có gì khó?Hello ae lại là tôi đây!!! Ngoài kia đang mưa bão anh em ở nhà cày view cho mình thôi chứ còn gì nữa <3 Đừng quên like và follow page của mình nhé mọi người ❤ #iphone8plus #boxzico #gyroscope,68,57,8,1,,2,,10 bình luậ,2396756013895300,/story.php?story_fbid=2396756013895300&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-23 19:00:01,Sương mù giăng kín lối :v #Bu,"4,2K","2,6K","1,3K",9,11,269,5,700 bình luậ,2396056183965283,/story.php?story_fbid=2396056183965283&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-23 18:30:00,Nói gì cho ngầu đây anh em =)) #Punch,737,327,377,5,,28,,142 bình luậ,2396602923910609,/story.php?story_fbid=2396602923910609&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-23 18:00:01,Ước gì 🥺 #Bu,"4,2K",3K,693,31,7,398,,719 bình luậ,2396055473965354,/story.php?story_fbid=2396055473965354&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-23 17:00:00,Đây là tôi #Bu,"1,8K","1,1K",637,4,2,91,,327 bình luậ,2396054753965426,/story.php?story_fbid=2396054753965426&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-23 16:30:00,Mũ 3 này cậu...,"7,4K","4,9K","1,2K",74,31,1K,9,484 bình luậ,2396598093911092,/story.php?story_fbid=2396598093911092&id=1923466774557562
